FileName,ClassName,Label
AnnualCrop_10.jpg,AnnualCrop,0
AnnualCrop_1001.jpg,AnnualCrop,0
AnnualCrop_1003.jpg,AnnualCrop,0
AnnualCrop_1005.jpg,AnnualCrop,0
AnnualCrop_1006.jpg,AnnualCrop,0
AnnualCrop_1008.jpg,AnnualCrop,0
AnnualCrop_1009.jpg,AnnualCrop,0
AnnualCrop_101.jpg,AnnualCrop,0
AnnualCrop_1010.jpg,AnnualCrop,0
AnnualCrop_1011.jpg,AnnualCrop,0
AnnualCrop_1012.jpg,AnnualCrop,0
AnnualCrop_1014.jpg,AnnualCrop,0
AnnualCrop_1015.jpg,AnnualCrop,0
AnnualCrop_1017.jpg,AnnualCrop,0
AnnualCrop_1018.jpg,AnnualCrop,0
AnnualCrop_1019.jpg,AnnualCrop,0
AnnualCrop_102.jpg,AnnualCrop,0
AnnualCrop_1020.jpg,AnnualCrop,0
AnnualCrop_1022.jpg,AnnualCrop,0
AnnualCrop_1023.jpg,AnnualCrop,0
AnnualCrop_1025.jpg,AnnualCrop,0
AnnualCrop_1026.jpg,AnnualCrop,0
AnnualCrop_1028.jpg,AnnualCrop,0
AnnualCrop_1029.jpg,AnnualCrop,0
AnnualCrop_103.jpg,AnnualCrop,0
AnnualCrop_1032.jpg,AnnualCrop,0
AnnualCrop_1033.jpg,AnnualCrop,0
AnnualCrop_1034.jpg,AnnualCrop,0
AnnualCrop_1035.jpg,AnnualCrop,0
AnnualCrop_1036.jpg,AnnualCrop,0
AnnualCrop_1037.jpg,AnnualCrop,0
AnnualCrop_1039.jpg,AnnualCrop,0
AnnualCrop_104.jpg,AnnualCrop,0
AnnualCrop_1042.jpg,AnnualCrop,0
AnnualCrop_1043.jpg,AnnualCrop,0
AnnualCrop_1045.jpg,AnnualCrop,0
AnnualCrop_1047.jpg,AnnualCrop,0
AnnualCrop_1049.jpg,AnnualCrop,0
AnnualCrop_105.jpg,AnnualCrop,0
AnnualCrop_1050.jpg,AnnualCrop,0
AnnualCrop_1051.jpg,AnnualCrop,0
AnnualCrop_1055.jpg,AnnualCrop,0
AnnualCrop_1056.jpg,AnnualCrop,0
AnnualCrop_1057.jpg,AnnualCrop,0
AnnualCrop_1058.jpg,AnnualCrop,0
AnnualCrop_1059.jpg,AnnualCrop,0
AnnualCrop_106.jpg,AnnualCrop,0
AnnualCrop_1061.jpg,AnnualCrop,0
